nc,ps,unique,redundant,agi,symbol,description,cor262909,cor256629,cor259408,cor259407,cor265857s,average,
2,253469_at,T,F,AT4G32180,ATPANK2|PANK2,pantothenate kinase 2,0.372780895,0.688589907,0.889807845,0.032935874,0.025946416,0.402012187,
2,253484_at,T,F,AT4G31720,TAF10|STG1|TAFII15,TBP-associated factor II 15,0.32931727,0.564550244,0.452864169,0.194763888,0.743946657,0.457088446,
2,253497_at,T,F,AT4G31880,AT4G31880,"LOCATED IN: cytosol, chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: Tudor/PWWP/MBT superfamily protein (TAIR:AT1G15940.1); Has 137162 Blast hits to 70781 proteins in 2973 species: Archae - 289; Bacteria - 24182; Metazoa - 56725; Fungi - 20130; Plants - 6559; Viruses - 758; Other Eukaryotes - 28519 (source: NCBI BLink).",0.307436283,0.529984983,0.232467666,0.427271386,0.811205953,0.461673254,
2,253508_at,T,F,AT4G31680,AT4G31680,Transcriptional factor B3 family protein,0.015594225,0.255759165,0.01988139,0.529944339,0.571728374,0.278581499,
2,253514_at,T,F,AT4G31805,AT4G31805,WRKY family transcription factor,0.289343366,0.723685694,0.86141203,0.181147783,0.286178438,0.468353462,
2,253515_at,T,F,AT4G31320,AT4G31320,SAUR-like auxin-responsive protein family,0.112116495,0.60157691,0.370267002,0.064819059,0.739611663,0.377678226,
2,253519_at,T,F,AT4G31240,AT4G31240,protein kinase C-like zinc finger protein,0.493380185,0.681697606,0.825129115,0.337987002,0.31859169,0.53135712,
2,253521_at,T,F,AT4G31300,PBA1,N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein,0.140676105,0.60757467,0.620810734,0.029480179,0.489714412,0.37765122,
2,253526_at,T,F,AT4G31420,AT4G31420,Zinc finger protein 622,0.458930644,0.599678793,0.870583591,0.155904923,0.02712054,0.422443698,
2,253538_at,T,F,AT4G31460,AT4G31460,Ribosomal L28 family,0.283050678,0.543487202,0.347631816,0.045347595,0.878397153,0.419582889,
2,253546_at,T,F,AT4G31040,AT4G31040,CemA-like proton extrusion protein-related,0.463246949,0.85671694,0.909446106,0.055976789,0.29123923,0.515325203,
2,253553_at,T,F,AT4G31050,AT4G31050,Biotin/lipoate A/B protein ligase family,0.450130741,0.803889548,0.779515672,0.137107785,0.270588188,0.488246387,
2,253560_at,T,F,AT4G31160,DCAF1,DDB1-CUL4 associated factor 1,0.466291207,0.686064287,0.8387015,0.212863742,0.430348728,0.526853893,
2,253561_at,T,F,AT4G31180,AT4G31180,Class II aminoacyl-tRNA and biotin synthetases superfamily protein,0.404334926,0.582626146,0.476653122,0.373600805,0.861632996,0.539769599,
2,253574_at,T,F,AT4G31030,AT4G31030,Putative membrane lipoprotein,0.488908053,0.716091572,0.821060119,0.184331245,0.163140512,0.4747063,
2,253587_at,T,F,AT4G30770,AT4G30770,Putative membrane lipoprotein,0.35361856,0.214166044,0.093678382,0.761208493,0.65776277,0.41608685,
2,253594_at,T,F,AT4G30820,AT4G30820,cyclin-dependent kinase-activating kinase assembly factor-related / CDK-activating kinase assembly factor-related,0.477356093,0.733750996,0.761667977,0.308234204,0.47406223,0.5510143,
2,253602_s_at,F,NA,AT4G30920,AT4G30920,Cytosol aminopeptidase family protein,0.32611431,0.780867742,0.748656224,0.294946671,0.490342277,0.528185445,
2,253610_at,T,F,AT4G30200,VEL1,vernalization5/VIN3-like,0.443839113,0.727822509,0.822338581,0.24283466,0.48589833,0.544546639,
2,253619_at,T,F,AT4G30460,AT4G30460,glycine-rich protein,0.381237344,0.763706349,0.935782626,0.08091342,0.16168539,0.464665026,
2,253622_at,T,F,AT4G30560,ATCNGC9|CNGC9,cyclic nucleotide gated channel 9,0.343659143,0.531402894,0.432222556,0.285433257,0.858106021,0.490164774,
2,253625_at,T,F,AT4G30600,AT4G30600,signal recognition particle receptor alpha subunit family protein,0.375149406,0.790425786,0.920842235,0.164902644,0.314092587,0.513082532,
2,253626_at,T,F,AT4G30640,AT4G30640,RNI-like superfamily protein,0.297577829,0.620240503,0.474227253,0.158985946,0.831134677,0.476433242,
2,253629_at,T,F,AT4G30450,AT4G30450,glycine-rich protein,0.354634729,0.856931203,0.871952368,0.188876823,0.438086578,0.54209634,
2,253633_at,T,F,AT4G30480,AT4G30480,Tetratricopeptide repeat (TPR)-like superfamily protein,0.239881234,0.641675412,0.842966559,0.022182341,0.098721539,0.369085417,
2,253634_at,T,F,AT4G30590,AtENODL12|ENODL12,early nodulin-like protein 12,0.408798319,0.719633916,0.671670352,0.22152719,0.472829249,0.498891805,
2,253636_at,T,F,AT4G30500,AT4G30500,Protein of unknown function (DUF788),0.405947539,0.617420681,0.745444927,0.045013331,0.482092055,0.459183707,
2,253639_at,T,F,AT4G30550,AT4G30550,Class I glutamine amidotransferase-like superfamily protein,0.37220123,0.587754704,0.801963875,0.299360989,0.078876382,0.428031436,
2,253645_at,T,F,AT4G29830,VIP3,Transducin/WD40 repeat-like superfamily protein,0.317265282,0.610037093,0.453735761,0.237876789,0.804109146,0.484604814,
2,253652_at,T,F,AT4G30040,AT4G30040,Eukaryotic aspartyl protease family protein,0.143924366,0.467369578,0.548905248,0.031630327,0.503828179,0.33913154,
2,253653_at,T,F,AT4G30050,AT4G30050,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: leaf whorl, sepal, flower; EXPRESSED DURING: petal differentiation and expansion stage; Has 6 Blast hits to 6 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 6; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",0.239111958,0.680708103,0.71591938,0.349924562,0.075528022,0.412238405,
2,253658_at,T,F,AT4G30120,ATHMA3|HMA3,heavy metal atpase 3,0.015221647,0.690587313,0.647493398,0.031553441,0.390565518,0.355084263,
2,253665_at,T,F,AT4G30230,AT4G30230,unknown protein; Has 42 Blast hits to 42 proteins in 5 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 42; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.46899069,0.592123857,0.800983437,0.050410299,0.390770112,0.460655679,
2,253666_at,T,F,AT4G30270,MERI5B|XTH24|MERI-5|SEN4,xyloglucan endotransglucosylase/hydrolase 24,0.526224068,0.403701117,0.450517772,0.554470896,0.247245117,0.436431794,
2,253669_at,T,F,AT4G30000,AT4G30000,Dihydropterin pyrophosphokinase / Dihydropteroate synthase,0.494641479,0.661893907,0.711894983,0.237700386,0.491815401,0.519589231,
2,253670_at,T,F,AT4G30010,AT4G30010,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, plastid; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; Has 39 Blast hits to 39 proteins in 18 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 39; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",0.408258637,0.548766109,0.42818552,0.394942907,0.840151211,0.524060877,
2,253671_at,T,F,AT4G29990,AT4G29990,Leucine-rich repeat transmembrane protein kinase protein,0.442454478,0.502715301,0.36159834,0.297745388,0.658166198,0.452535941,
2,253672_at,T,F,AT4G29820,CFIM-25|ATCFIM-25,homolog of CFIM-25,0.07291122,0.265738121,0.538254748,0.156076916,0.518914172,0.310379035,
2,253678_at,T,F,AT4G29600,AT4G29600,Cytidine/deoxycytidylate deaminase family protein,0.217019533,0.578335295,0.472820434,0.327537997,0.675340995,0.454210851,
2,253679_at,T,F,AT4G29610,AT4G29610,Cytidine/deoxycytidylate deaminase family protein,0.30055332,0.656312119,0.768007634,0.182881479,0.122884013,0.406127713,
2,253684_at,T,F,AT4G29690,AT4G29690,Alkaline-phosphatase-like family protein,0.163960418,0.6751937,0.479247129,0.123361878,0.81955528,0.452263681,
2,253691_at,T,F,AT4G29660,EMB2752,embryo defective 2752,0.469883125,0.644567908,0.853309164,0.104242653,0.283137705,0.471028111,
2,253693_at,T,F,AT4G29670,ACHT2,atypical CYS  HIS rich thioredoxin 2,0.352214136,0.544305967,0.379710201,0.387708359,0.86922914,0.506633561,
2,253700_at,T,F,AT4G29840,MTO2|TS,Pyridoxal-5'-phosphate-dependent enzyme family protein,0.429799137,0.472585378,0.646143628,0.180294148,0.541370206,0.454038499,
2,253706_at,T,F,AT4G29120,AT4G29120,6-phosphogluconate dehydrogenase family protein,0.296093082,0.358588252,0.308961711,0.513959723,0.633074151,0.422135384,
2,253707_at,T,F,AT4G29200,AT4G29200,Beta-galactosidase related protein,0.101126982,0.598529506,0.600880757,0.133330802,0.064452875,0.299664185,
2,253710_at,T,F,AT4G29230,anac075|NAC075,NAC domain containing protein 75,0.459665537,0.447476265,0.450650578,0.590943742,0.63565187,0.516877598,
2,253712_at,T,F,AT4G29330,DER1,DERLIN-1,0.43661513,0.74349124,0.818099739,0.240976627,0.213231142,0.490482776,
2,253714_at,T,F,AT4G29380,AT4G29380,protein kinase family protein / WD-40 repeat family protein,0.431566718,0.649585174,0.877709912,0.189598123,0.14870481,0.459432948,
2,253715_at,T,F,AT4G29390,AT4G29390,Ribosomal protein S30 family protein,0.281983318,0.506414326,0.259022315,0.2759918,0.8851793,0.441718212,
2,253717_at,T,F,AT4G29440,AT4G29440,Regulator of Vps4 activity in the MVB pathway protein,0.084050324,0.131914558,0.093456458,0.589069898,0.500476094,0.279793467,
2,253720_at,T,F,AT4G29270,AT4G29270,"HAD superfamily, subfamily IIIB acid phosphatase",0.387929944,0.564536962,0.482779269,0.324165925,0.842925665,0.520467553,
2,253723_at,T,F,AT4G29240,AT4G29240,Leucine-rich repeat (LRR) family protein,0.237892129,0.575567304,0.78424864,0.024543008,0.031007964,0.330651809,
2,253732_at,T,F,AT4G29140,AT4G29140,MATE efflux family protein,0.319696488,0.625603892,0.485475533,0.163013287,0.812208061,0.481199452,
2,253736_at,T,F,AT4G28780,AT4G28780,GDSL-like Lipase/Acylhydrolase superfamily protein,0.338733749,0.829991986,0.905131537,0.119479231,0.459825092,0.530632319,
2,253737_at,T,F,AT4G28703,AT4G28703,RmlC-like cupins superfamily protein,0.180168275,0.537649771,0.647943802,0.082132829,0.414379997,0.372454935,
2,253747_at,T,F,AT4G29050,AT4G29050,Concanavalin A-like lectin protein kinase family protein,0.210199871,0.545251302,0.422946035,0.381503624,0.651513686,0.442282904,
2,253761_at,NA,NA,NA,NA,NA,0.198882646,0.541882847,0.615744701,0.251404453,0.419091079,0.405401145,
2,253765_at,T,F,AT4G28740,AT4G28740,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3493 (InterPro:IPR021883); BEST Arabidopsis thaliana protein match is: tetratricopeptide repeat (TPR)-containing protein (TAIR:AT1G02910.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.338550644,0.572062751,0.462099315,0.348949873,0.818133874,0.507959291,
2,253766_at,T,F,AT4G28770,AT4G28770,Tetraspanin family protein,0.374153339,0.698401941,0.892901644,0.10282951,0.377437045,0.489144696,
2,253769_at,T,F,AT4G28560,RIC7,ROP-interactive CRIB motif-containing protein 7,0.154398866,0.594811865,0.529974274,0.432493969,0.318634967,0.406062788,
2,253772_at,T,F,AT4G28395,A7|ATA7,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,0.266455256,0.600324779,0.496101386,0.13064732,0.506002331,0.399906215,
2,253774_at,T,F,AT4G28530,anac074|NAC074,NAC domain containing protein 74,0.490965612,0.421671705,0.61111011,0.564226405,0.308774536,0.479349674,
2,253778_at,T,F,AT4G28480,AT4G28480,DNAJ heat shock family protein,0.450926304,0.791888772,0.784474897,0.239110876,0.315733389,0.516426848,
2,253786_at,T,F,AT4G28650,AT4G28650,Leucine-rich repeat transmembrane protein kinase family protein,0.162094856,0.650370225,0.466225891,0.122436938,0.76036768,0.432299118,
2,253788_at,T,F,AT4G28680,TYRDC1|TYRDC,L-tyrosine decarboxylase,0.244139679,0.71435251,0.762602208,0.186710792,0.372758588,0.456112755,
2,253791_at,T,F,AT4G28640,IAA11,indole-3-acetic acid inducible 11,0.488178419,0.633493346,0.567536048,0.222645104,0.422349934,0.46684057,
2,253792_at,T,F,AT4G28700,AMT1;4,ammonium transporter 1;4,0.258251713,0.573640176,0.46406195,0.294292543,0.733223888,0.464694054,
2,253797_at,NA,NA,NA,NA,NA,0.296781067,0.543249118,0.403171011,0.227833747,0.857649595,0.465736908,
2,253803_at,T,F,AT4G28200,AT4G28200,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: RNA processing; LOCATED IN: intracellular; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: RNA-processing protein, HAT helix (InterPro:IPR003107), U3 small nucleolar RNA-associated protein 6 (InterPro:IPR013949); Has 492 Blast hits to 480 proteins in 206 species: Archae - 0; Bacteria - 2; Metazoa - 128; Fungi - 191; Plants - 60; Viruses - 0; Other Eukaryotes - 111 (source: NCBI BLink).",0.17090903,0.577402055,0.411877837,0.300517926,0.849991202,0.46213961,
2,253806_at,T,F,AT4G28270,RMA2|ATRMA2,RING membrane-anchor 2,0.336928028,0.627391935,0.789516149,0.006081679,0.429003532,0.437784265,
2,253807_at,T,F,AT4G28280,LLG3,LORELEI-LIKE-GPI ANCHORED PROTEIN 3,0.334086634,0.545734218,0.416556788,0.065696327,0.735914556,0.419597705,
2,253810_at,T,F,AT4G28220,NDB1,NAD(P)H dehydrogenase B1,0.454831808,0.629447857,0.798035262,0.389611714,0.212911282,0.496967584,
2,253818_at,T,F,AT4G28330,AT4G28330,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G28340.1); Has 48 Blast hits to 48 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 48; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.473896387,0.608798253,0.719407857,0.496783883,0.267692675,0.513315811,
2,253820_at,T,F,AT4G28370,AT4G28370,RING/U-box superfamily protein,0.302158676,0.589255105,0.807823239,0.061153315,0.16922229,0.385922525,
2,253822_at,T,F,AT4G28410,AT4G28410,Tyrosine transaminase family protein,0.037316326,0.646387126,0.464501759,0.11929384,0.718184994,0.397136809,
2,253827_at,T,F,AT4G28085,AT4G28085,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.306684565,0.829122494,0.886067291,0.117314051,0.311902352,0.490218151,
2,253828_at,T,F,AT4G27970,SLAH2,SLAC1 homologue 2,0.030778075,0.612054562,0.449945331,0.009778506,0.656829108,0.351877116,
2,253829_at,T,F,AT4G28040,AT4G28040,nodulin MtN21 /EamA-like transporter family protein,0.321227601,0.552723006,0.76692227,0.20386232,0.101983883,0.389343816,
2,253834_at,T,F,AT4G27800,PPH1|TAP38,thylakoid-associated phosphatase 38,0.370899071,0.580833667,0.376512528,0.375098764,0.886789072,0.51802662,
2,253835_at,T,F,AT4G27820,BGLU9,beta glucosidase 9,0.35983668,0.643537044,0.465587681,0.386153551,0.823572841,0.535737559,
2,253840_at,T,F,AT4G27780,ACBP2,acyl-CoA binding protein 2,0.398242078,0.673666501,0.879407523,0.063904502,0.011361244,0.40531637,
2,253846_at,T,F,AT4G28000,AT4G28000,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.554709502,0.548276787,0.445858064,0.042726332,0.157619975,0.349838132,
2,253850_at,T,F,AT4G28090,sks10,SKU5  similar 10,0.444421119,0.701568692,0.841120922,0.036502854,0.198667225,0.444456162,
2,253851_at,T,F,AT4G28110,MYB41|AtMYB41,myb domain protein 41,0.170731497,0.604304603,0.372318309,0.153433196,0.764288876,0.413015296,
2,253852_at,T,T,AT4G28130,DGK6|ATDGK6,diacylglycerol kinase 6,0.188466733,0.675814926,0.562652788,0.45531885,0.244784814,0.425407622,
2,253855_at,T,F,AT4G28050,TET7,tetraspanin7,0.381464886,0.539524364,0.715942991,0.276288222,0.050304192,0.392704931,
2,253856_at,T,F,AT4G28100,AT4G28100,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: anchored to plasma membrane, anchored to membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G18050.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",0.179887877,0.540961447,0.806536393,0.165760765,0.235988769,0.38582705,
2,253857_at,T,F,AT4G27990,ATYLMG1-2|YLMG1-2,YGGT family protein,0.33717276,0.568330387,0.427968087,0.378387162,0.842103513,0.510792382,
2,253864_at,T,F,AT4G27460,AT4G27460,Cystathionine beta-synthase (CBS) family protein,0.356947947,0.576472157,0.597712841,0.293918781,0.437802859,0.452570917,
2,253872_at,T,F,AT4G27410,RD26|ANAC072,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein,0.292586006,0.591328436,0.827245596,0.034494303,0.046328519,0.358396572,
2,253874_at,T,F,AT4G27450,AT4G27450,Aluminium induced protein with YGL and LRDR motifs,0.323742726,0.373827132,0.248651112,0.514243463,0.683142313,0.428721349,
2,253875_at,T,F,AT4G27520,ENODL2|AtENODL2,early nodulin-like protein 2,0.278658947,0.594290853,0.381403988,0.341202882,0.85116259,0.489343852,
2,253885_at,T,F,AT4G27690,VPS26B,vacuolar protein sorting 26B,0.491727291,0.718131689,0.835888506,0.17478281,0.305611578,0.505228375,
2,253887_at,T,F,AT4G27730,ATOPT6|OPT6,oligopeptide transporter 1,0.134251961,0.252790878,0.113153788,0.52845584,0.594581459,0.324646785,
2,253890_s_at,F,NA,AT5G54100,AT5G54100,SPFH/Band 7/PHB domain-containing membrane-associated protein family,0.164841292,0.515482681,0.267681476,0.137857523,0.811808296,0.379534254,
2,253893_at,T,F,AT4G27390,AT4G27390,unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.375752833,0.543789799,0.390658712,0.338346076,0.85998188,0.50170586,
2,253896_at,T,F,AT4G27190,AT4G27190,NB-ARC domain-containing disease resistance protein,0.150628732,0.652964687,0.668009257,0.065840662,0.232672063,0.35402308,
2,253897_at,T,F,AT4G27120,AT4G27120,CONTAINS InterPro DOMAIN/s: DDRGK domain (InterPro:IPR019153); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.426275843,0.633244793,0.897007527,0.049414026,0.132652012,0.42771884,
2,253900_at,T,F,AT4G27130,AT4G27130,Translation initiation factor SUI1 family protein,0.405004332,0.682749015,0.899453836,0.124392335,0.31371394,0.485062692,
2,253903_at,T,F,AT4G27180,KATB|ATK2,kinesin 2,0.20501326,0.47838196,0.551216073,0.005718575,0.508653871,0.349796748,
2,253907_at,T,F,AT4G27250,AT4G27250,NAD(P)-binding Rossmann-fold superfamily protein,0.241815571,0.381126857,0.152064584,0.516647758,0.588745208,0.376079996,
2,253922_at,T,F,AT4G26850,VTC2,mannose-1-phosphate guanylyltransferase (GDP)s;GDP-galactose:mannose-1-phosphate guanylyltransferases;GDP-galactose:glucose-1-phosphate guanylyltransferases;GDP-galactose:myoinositol-1-phosphate guanylyltransferases;glucose-1-phosphate guanylyltransferase,0.233290261,0.522005643,0.46124585,0.171791894,0.759071248,0.429480979,
2,253924_at,T,F,AT4G27110,COBL11,COBRA-like protein 11 precursor,0.076656065,0.611845958,0.405950246,0.047597141,0.560866241,0.34058313,
2,253927_at,T,F,AT4G26710,AT4G26710,"ATPase, V0 complex, subunit E",0.357500569,0.59190212,0.796924056,0.054438332,0.34386046,0.428925107,
2,253930_at,T,F,AT4G26740,ATPXG1|CLO1|ATS1,seed gene 1,0.435932939,0.625453162,0.562252811,0.410099466,0.253072897,0.457362255,
2,253934_at,T,F,AT4G26830,AT4G26830,O-Glycosyl hydrolases family 17 protein,0.234301904,0.565673965,0.784029412,0.058379784,0.222057174,0.372888448,
2,253937_at,T,F,AT4G26890,MAPKKK16,mitogen-activated protein kinase kinase kinase 16,0.378999183,0.508599899,0.342486556,0.442044195,0.647259015,0.46387777,
2,253938_at,T,F,AT4G26920,AT4G26920,START (StAR-related lipid-transfer) lipid-binding domain,0.372845866,0.738998591,0.838880911,0.115397758,0.436693695,0.500563364,
2,253944_at,T,F,AT4G27040,VPS22,EAP30/Vps36 family protein,0.472116135,0.597907571,0.768929296,0.285520358,0.066419008,0.438178474,
2,253948_at,T,F,AT4G26940,AT4G26940,Galactosyltransferase family protein,0.258485346,0.557049038,0.66100274,0.343876479,0.071032056,0.378289132,
2,253950_at,T,F,AT4G26910,AT4G26910,Dihydrolipoamide succinyltransferase,0.372659652,0.50395735,0.627444412,0.060429103,0.372437199,0.387385543,
2,253952_at,T,F,AT4G26840,SUMO1|ATSUMO1|SUMO 1|SUM1,small ubiquitin-like modifier 1,0.354992316,0.583514282,0.39907428,0.068583357,0.808109019,0.442854651,
2,253953_at,T,F,AT4G26750,AT4G26750,hydroxyproline-rich glycoprotein family protein,0.401846185,0.802792895,0.903050668,0.197653151,0.379002638,0.536869107,
2,253957_at,T,F,AT4G26320,AGP13,arabinogalactan protein 13,0.126492093,0.57763916,0.389242706,0.137940843,0.718104618,0.389883884,
2,253959_at,T,F,AT4G26410,AT4G26410,Uncharacterised conserved protein UCP022280,0.322800333,0.507540248,0.622866867,0.05747494,0.178900846,0.337916647,
2,253961_at,T,F,AT4G26440,ATWRKY34|MSP3|WRKY34,WRKY DNA-binding protein 34,0.056735903,0.157777656,0.008728818,0.597566103,0.564898428,0.277141382,
2,253965_at,T,F,AT4G26490,AT4G26490,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,0.513630209,0.435790701,0.723658743,0.265715014,0.044485053,0.396655944,
2,253968_at,T,F,AT4G26560,CBL7,calcineurin B-like protein 7,0.189045739,0.589545762,0.439636427,0.231343092,0.734150083,0.436744221,
2,253972_at,T,F,AT4G26500,CPSUFE|ATSUFE|EMB1374|SUFE1,chloroplast sulfur E,0.237238941,0.632362969,0.434538424,0.217010139,0.841426763,0.472515447,
2,253982_at,T,F,AT4G26570,CBL3|ATCBL3,calcineurin B-like 3,0.274255908,0.736089252,0.702386008,0.038764713,0.40371473,0.431042122,
2,253986_at,T,F,AT4G26210,AT4G26210,Mitochondrial ATP synthase subunit G protein,0.369373879,0.59132087,0.429388785,0.193992008,0.792474601,0.475310029,
2,253992_at,T,F,AT4G26060,AT4G26060,Ribosomal protein L18ae family,0.469335771,0.680316351,0.837756101,0.1181729,0.331302691,0.487376763,
2,253998_at,T,F,AT4G26010,AT4G26010,Peroxidase superfamily protein,0.101670562,0.555360201,0.329554264,0.179787125,0.725722038,0.378418838,
2,254014_at,T,F,AT4G26120,AT4G26120,Ankyrin repeat family protein / BTB/POZ domain-containing protein,0.350776969,0.528418389,0.410145363,0.088059497,0.599336269,0.395347297,
2,254015_at,T,F,AT4G26140,BGAL12,beta-galactosidase 12,0.124857028,0.738246347,0.735637379,0.009963654,0.412997131,0.404340308,
2,254016_at,T,F,AT4G26150,CGA1|GATA22,cytokinin-responsive gata factor 1,0.353100234,0.661954428,0.792711761,0.09957079,0.47496801,0.476461045,
2,254021_at,T,F,AT4G25650,TIC55-IV|ACD1-LIKE|PTC52,ACD1-like,0.412116599,0.621654256,0.461563667,0.367313284,0.884760882,0.549481738,
2,254022_at,T,F,AT4G25750,AT4G25750,ABC-2 type transporter family protein,0.237087941,0.654842727,0.464330719,0.180018472,0.672767045,0.441809381,
2,254039_at,T,F,AT4G25840,GPP1,glycerol-3-phosphatase 1,0.305331125,0.510123391,0.332880644,0.339877303,0.866989035,0.4710403,
2,254040_at,T,F,AT4G25900,AT4G25900,Galactose mutarotase-like superfamily protein,0.459042663,0.541157485,0.672430801,0.155417445,0.478459038,0.461301486,
2,254042_at,T,F,AT4G25810,XTR6|XTH23,xyloglucan endotransglycosylase 6,0.433272028,0.449530361,0.356083804,0.595984973,0.594522932,0.48587882,
2,254050_s_at,F,NA,AT4G25692,CPuORF13,conserved peptide upstream open reading frame 13,0.330667428,0.609868087,0.804324157,0.010405063,0.104642215,0.37198139,
2,254058_at,T,F,AT4G25210,AT4G25210,DNA-binding storekeeper protein-related transcriptional regulator,0.267932137,0.548160396,0.298394767,0.257104569,0.798977915,0.434113957,
2,254061_at,T,F,AT4G25360,TBL18,TRICHOME BIREFRINGENCE-LIKE 18,0.259437815,0.765214537,0.828083595,0.025310639,0.411630201,0.457935357,
2,254064_at,T,F,AT4G25410,AT4G25410,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,0.304789877,0.47255019,0.338395499,0.504754936,0.582709658,0.440640032,
2,254070_at,T,F,AT4G25430,AT4G25430,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G51850.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.27716958,0.606679036,0.712459206,0.211013278,0.437192422,0.448902704,
2,254076_at,T,F,AT4G25340,ATFKBP53|FKBP53,FK506 BINDING PROTEIN 53,0.326102315,0.555202055,0.407460516,0.185822405,0.805776736,0.456072805,
2,254078_at,T,F,AT4G25710,AT4G25710,Galactose oxidase/kelch repeat superfamily protein,0.416849068,0.575514648,0.423844119,0.432394817,0.85977475,0.54167548,
2,254079_at,T,F,AT4G25730,AT4G25730,FtsJ-like methyltransferase family protein,0.228881777,0.503932456,0.325885271,0.226012395,0.812227783,0.419387936,
2,254082_at,T,F,AT4G25720,QC|ATQC|QCT,glutaminyl cyclase,0.461138131,0.618289518,0.794558888,0.047281173,0.42370717,0.468994976,
2,254083_at,T,F,AT4G24920,AT4G24920,secE/sec61-gamma protein transport protein,0.39240204,0.565433151,0.410986495,0.237412029,0.79018401,0.479283545,
2,254085_at,T,F,AT4G24960,HVA22D|ATHVA22D,HVA22 homologue D,0.383191618,0.634238512,0.754617818,0.051131829,0.450704351,0.454776826,
2,254087_at,T,F,AT4G24840,AT4G24840,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: protein transport, Golgi organization; LOCATED IN: vacuole; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: COG complex component, COG2 (InterPro:IPR009316); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",0.261560907,0.564555961,0.421604027,0.279837527,0.781451991,0.461802083,
